Id,SalePrice
1789,103162.54
1790,69039.9
1791,209658.58
1792,166977.8
1793,132874.08
1794,175419.23
1795,127724.65
1796,131012.1
1797,128325.01
1798,124910.95
1799,97066.09
1800,117407.07
1801,118899.43
1802,131205.31
1803,160554.97
1804,123927.21
1805,132368.52
1806,120081.57
1807,155476.45
1808,124946.4
1809,137860.81
1810,146573.27
1811,93759.93
1812,101488.24
1813,130485.01
1814,93410.555
1815,40543.566
1816,94487.24
1817,117326.3
1818,164272.53
1819,120086.5
1820,35741.816
1821,110301.055
1822,162031.58
1823,34587.457
1824,148348.4
1825,143806.53
1826,92838.43
1827,106298.67
1828,143805.02
1829,160810.73
1830,159655.88
1831,150234.4
1832,73823.01
1833,150113.33
1834,112418.91
1835,113296.055
1836,124573.94
1837,77624.13
1838,117670.73
1839,107821.16
1840,162249.38
1841,124967.695
1842,89711.96
1843,138331.61
1844,139577.69
1845,147712.11
1846,153130.22
1847,170841.11
1848,39557.777
1849,122715.086
1850,115718.26
1851,139613.0
1852,117046.13
1853,124485.805
1854,162014.2
1855,143066.16
1856,232108.27
1857,127300.734
1858,132931.08
1859,108186.26
1860,137427.28
1861,110109.73
1862,315158.03
1863,300988.47
1864,301001.97
1865,349978.16
1866,332164.8
1867,223617.72
1868,286131.84
1869,213944.62
1870,224360.61
1871,265221.12
1872,182181.97
1873,253306.45
1874,144523.84
1875,191099.48
1876,198257.97
1877,203635.2
1878,201356.81
1879,125574.57
1880,124145.266
1881,245261.52
1882,238763.1
1883,180851.53
1884,198153.33
1885,223317.4
1886,278069.2
1887,222398.67
1888,260529.66
1889,175281.12
1890,102588.96
1891,115519.48
1892,96790.88
1893,121781.96
1894,118270.32
1895,132592.02
1896,119048.23
1897,114576.48
1898,101010.94
1899,159204.86
1900,162433.64
1901,184451.33
1902,161981.88
1903,227414.31
1904,154536.31
1905,201100.6
1906,156133.5
1907,210140.66
1908,107099.33
1909,135160.17
1910,120937.38
1911,223356.48
1912,306498.22
1913,168479.27
1914,51017.324
1915,323832.2
1916,35512.562
1917,240241.28
1918,136204.44
1919,161739.36
1920,159648.88
1921,370862.75
1922,328951.28
1923,233130.8
1924,226109.4
1925,212144.52
1926,366081.34
1927,121609.805
1928,169547.62
1929,110643.65
1930,118902.22
1931,127039.055
1932,127541.19
1933,194957.48
1934,184025.75
1935,171163.16
1936,199402.92
1937,178909.06
1938,168602.45
1939,252931.44
1940,197638.83
1941,165248.22
1942,165404.56
1943,226709.62
1944,356536.5
1945,375436.1
1946,129297.234
1947,290972.03
1948,172061.55
1949,248836.94
1950,193882.44
1951,245679.5
1952,205628.28
1953,182458.55
1954,186092.58
1955,131344.69
1956,288585.2
1957,156325.72
1958,269362.6
1959,140565.38
1960,85466.45
1961,126999.48
1962,92920.805
1963,107470.625
1964,103991.21
1965,138503.05
1966,137120.02
1967,306664.66
1968,398152.7
1969,368241.66
1970,383769.66
1971,435087.3
1972,368174.28
1973,297018.84
1974,334306.2
1975,455216.47
1976,284843.06
1977,357276.8
1978,333414.84
1979,320489.84
1980,190345.84
1981,344239.1
1982,224815.47
1983,211770.9
1984,181368.64
1985,228418.28
1986,205143.38
1987,191556.9
1988,176903.08
1989,197385.9
1990,212748.66
1991,232979.53
1992,230811.06
1993,167960.27
1994,226945.56
1995,187175.83
1996,282812.28
1997,315472.47
1998,302552.12
1999,304217.03
2000,311681.88
2001,292215.3
2002,248168.73
2003,257696.31
2004,292670.1
2005,225984.31
2006,221945.45
2007,247370.34
2008,228217.2
2009,209575.27
2010,196990.86
2011,132864.02
2012,180942.77
2013,178245.48
2014,188794.17
2015,215973.25
2016,198200.02
2017,202439.98
2018,112462.484
2019,126158.25
2020,76019.07
2021,92342.945
2022,207439.95
2023,132816.25
2024,278613.62
2025,350636.72
2026,174766.73
2027,160005.45
2028,156772.62
2029,168003.17
2030,260357.08
2031,237900.31
2032,258247.17
2033,248497.86
2034,174020.4
2035,234654.78
2036,208432.61
2037,212049.39
2038,309870.4
2039,237665.06
2040,320682.7
2041,298291.2
2042,206860.97
2043,181848.17
2044,177855.78
2045,203790.4
2046,132474.02
2047,132565.83
2048,148766.44
2049,138532.02
2050,164769.58
2051,109207.055
2052,116441.43
2053,144300.16
2054,79925.555
2055,167313.67
2056,135830.4
2057,98261.586
2058,220070.73
2059,126062.0
2060,182725.77
2061,164767.14
2062,115933.07
2063,111009.914
2064,136501.62
2065,121461.01
2066,173734.31
2067,119767.65
2068,146453.92
2069,82496.94
2070,110493.4
2071,95908.06
2072,160123.31
2073,118017.37
2074,176237.06
2075,156406.03
2076,126918.64
2077,150052.73
2078,122303.92
2079,138464.62
2080,111061.766
2081,119332.54
2082,130044.016
2083,152561.92
2084,104990.8
2085,96226.34
2086,110034.48
2087,112376.234
2088,99540.21
2089,72749.06
2090,124592.4
2091,96704.49
2092,141902.92
2093,132958.52
2094,115664.89
2095,148440.39
2096,80530.32
2097,93945.77
2098,152027.36
2099,34532.938
2100,52293.08
2101,120497.586
2102,128698.4
2103,93560.195
2104,132033.69
2105,140700.0
2106,35904.21
2107,200827.67
2108,113909.57
2109,102770.586
2110,117597.68
2111,140786.06
2112,141081.03
2113,107026.46
2114,113402.44
2115,160003.69
2116,124845.26
2117,155029.94
2118,125632.42
2119,115223.1
2120,114460.35
2121,97118.01
2122,114314.87
2123,88393.7
2124,176777.9
2125,134293.56
2126,164213.17
2127,183208.0
2128,131124.81
2129,73323.17
2130,131500.55
2131,138687.58
2132,118729.59
2133,127128.63
2134,119257.45
2135,94215.52
2136,60268.496
2137,105588.73
2138,125053.484
2139,140996.73
2140,141826.61
2141,160884.53
2142,125782.305
2143,157249.44
2144,111912.445
2145,137876.53
2146,187313.27
2147,147282.4
2148,134202.94
2149,145196.8
2150,243554.44
2151,123236.11
2152,176243.38
2153,189997.95
2154,105249.33
2155,136896.9
2156,244244.25
2157,235612.19
2158,243178.25
2159,219522.28
2160,197417.1
2161,237489.25
2162,370139.62
2163,346596.4
2164,250205.4
2165,206722.48
2166,160998.1
2167,214608.34
2168,177742.88
2169,193633.14
2170,211663.1
2171,150875.53
2172,135724.14
2173,187554.6
2174,217955.78
2175,281480.06
2176,303141.5
2177,243562.56
2178,215464.08
2179,129443.54
2180,214273.53
2181,194741.9
2182,221227.02
2183,194075.05
2184,121928.36
2185,116286.445
2186,154128.89
2187,152590.45
2188,165274.88
2189,292106.97
2190,74702.79
2191,54453.875
2192,82463.0
2193,121903.164
2194,111301.91
2195,84833.8
2196,95984.92
2197,114234.58
2198,168529.56
2199,188169.66
2200,150175.86
2201,149981.97
2202,199130.52
2203,146506.0
2204,171837.83
2205,114003.83
2206,152085.64
2207,229741.83
2208,254833.66
2209,254576.61
2210,120965.77
2211,124945.82
2212,118755.26
2213,105227.44
2214,139945.17
2215,97205.39
2216,144713.83
2217,51299.664
2218,61040.78
2219,60321.625
2220,35147.707
2221,324990.22
2222,295212.78
2223,296559.62
2224,219092.02
2225,124892.28
2226,177736.34
2227,207688.19
2228,289958.72
2229,250685.69
2230,153843.47
2231,220598.02
2232,186296.08
2233,182482.7
2234,255156.88
2235,229600.89
2236,252824.12
2237,311133.6
2238,208516.36
2239,98763.195
2240,154644.08
2241,124911.3
2242,121061.92
2243,123047.63
2244,96336.6
2245,103619.086
2246,125778.02
2247,141070.88
2248,122846.195
2249,109747.09
2250,121407.336
2251,101053.055
2252,194829.83
2253,163834.19
2254,179333.56
2255,190034.72
2256,170234.58
2257,206803.69
2258,145559.44
2259,176602.0
2260,138441.03
2261,213248.83
2262,220161.1
2263,365196.66
2264,430138.34
2265,150437.66
2266,298243.03
2267,359108.6
2268,395275.22
2269,158514.61
2270,192136.75
2271,208123.72
2272,205957.81
2273,151693.7
2274,181265.8
2275,162922.78
2276,184255.88
2277,177842.1
2278,153884.31
2279,120797.64
2280,99272.305
2281,165097.42
2282,179826.22
2283,112508.3
2284,113689.53
2285,140287.03
2286,116750.11
2287,364455.2
2288,290091.6
2289,342092.3
2290,409159.66
2291,342100.9
2292,404023.2
2293,432297.6
2294,385015.16
2295,451737.72
2296,264220.72
2297,362820.16
2298,359137.12
2299,353286.88
2300,318868.97
2301,332448.75
2302,258145.7
2303,249166.39
2304,259512.17
2305,205396.06
2306,196077.75
2307,210199.72
2308,226589.56
2309,296271.25
2310,224071.84
2311,215417.84
2312,181396.69
2313,167695.16
2314,175738.33
2315,184382.48
2316,206747.36
2317,187103.53
2318,182492.77
2319,187823.4
2320,178218.97
2321,239571.34
2322,194515.0
2323,196758.02
2324,192264.44
2325,213290.03
2326,177711.08
2327,198715.19
2328,224031.97
2329,190050.94
2330,183266.61
2331,331699.6
2332,367907.2
2333,311448.9
2334,265790.2
2335,290028.0
2336,303248.72
2337,190436.42
2338,250066.23
2339,225216.03
2340,385368.78
2341,212671.92
2342,233099.05
2343,231419.0
2344,218893.61
2345,235853.55
2346,215652.67
2347,198394.52
2348,251169.83
2349,198807.97
2350,310869.16
2351,264058.66
2352,244642.78
2353,250785.45
2354,153221.97
2355,151602.83
2356,143566.61
2357,192344.08
2358,197522.92
2359,127472.29
2360,110460.57
2361,155600.02
2362,252315.78
2363,137402.62
2364,171981.22
2365,217273.06
2366,197243.23
2367,216403.73
2368,218646.1
2369,212798.33
2370,169742.28
2371,158037.31
2372,187835.08
2373,291370.25
2374,313488.5
2375,252844.25
2376,298113.1
2377,323059.72
2378,143163.9
2379,211116.19
2380,137962.03
2381,167902.95
2382,214816.12
2383,191368.81
2384,237721.55
2385,162622.77
2386,121231.04
2387,118128.086
2388,112700.52
2389,119417.96
2390,155975.36
2391,141999.52
2392,115097.55
2393,179550.17
2394,147342.34
2395,215281.8
2396,138279.89
2397,208292.5
2398,135787.62
2399,68594.83
2400,64068.117
2401,126731.81
2402,142022.67
2403,146933.36
2404,155326.7
2405,160712.73
2406,140085.9
2407,118954.93
2408,137708.34
2409,102141.805
2410,175733.23
2411,113160.836
2412,151975.05
2413,120786.33
2414,164032.11
2415,135031.2
2416,131913.78
2417,144301.25
2418,133307.62
2419,120604.445
2420,124292.36
2421,131309.06
2422,103099.766
2423,131914.34
2424,148834.2
2425,223853.69
2426,154286.08
2427,133246.78
2428,199151.6
2429,96597.055
2430,126513.83
2431,99221.164
2432,152867.4
2433,155842.5
2434,144413.61
2435,165903.08
2436,105530.586
2437,86899.34
2438,111971.51
2439,98836.37
2440,128681.05
2441,100616.27
2442,91271.11
2443,142081.95
2444,123625.164
2445,81077.86
2446,144203.5
2447,211056.03
2448,138404.61
2449,119017.59
2450,158369.36
2451,123366.914
2452,205531.92
2453,88169.81
2454,117725.26
2455,138238.72
2456,137881.72
2457,143526.94
2458,143080.72
2459,118156.43
2460,156329.88
2461,130629.48
2462,130918.49
2463,132117.33
2464,188646.0
2465,138889.56
2466,119656.59
2467,135464.16
2468,99213.51
2469,87577.12
2470,204703.42
2471,215614.45
2472,168268.38
2473,108723.24
2474,60280.918
2475,211214.81
2476,102229.23
2477,108968.945
2478,146736.88
2479,93362.38
2480,161945.05
2481,126461.945
2482,112858.78
2483,96627.27
2484,129998.88
2485,120259.68
2486,152777.58
2487,198251.84
2488,178234.45
2489,160098.48
2490,133487.34
2491,95140.38
2492,197214.75
2493,158037.69
2494,149063.34
2495,65553.3
2496,229917.7
2497,153300.19
2498,112663.86
2499,78458.7
2500,116894.15
2501,133875.83
2502,144667.86
2503,106865.414
2504,177070.11
2505,226341.4
2506,257900.44
2507,284911.75
2508,254860.81
2509,221854.77
2510,215148.53
2511,177157.19
2512,210729.05
2513,227260.44
2514,250963.22
2515,152509.61
2516,178042.72
2517,147935.12
2518,154432.88
2519,245260.69
2520,224990.19
2521,188758.3
2522,222436.31
2523,103122.78
2524,135521.92
2525,144015.58
2526,154917.55
2527,113301.305
2528,124484.04
2529,154616.06
2530,121029.26
2531,254742.12
2532,221267.19
2533,202056.98
2534,244493.6
2535,268196.7
2536,219239.2
2537,249163.97
2538,191919.05
2539,191093.61
2540,185951.92
2541,183616.0
2542,165156.62
2543,108504.65
2544,107106.12
2545,136036.5
2546,125771.46
2547,152128.72
2548,168590.95
2549,165872.22
2550,612029.3
2551,132731.55
2552,134727.89
2553,53823.8
2554,90632.05
2555,106663.21
2556,85925.29
2557,95284.88
2558,174882.95
2559,143220.39
2560,175851.73
2561,159463.84
2562,154959.12
2563,152922.19
2564,208005.4
2565,173814.39
2566,161170.52
2567,139395.52
2568,227926.66
2569,237681.44
2570,114350.414
2571,190902.1
2572,157514.53
2573,225745.47
2574,275657.78
2575,139433.38
2576,140574.17
2577,166157.23
2578,64618.734
2579,28229.78
2580,97423.25
2581,122593.08
2582,121651.15
2583,287714.34
2584,174051.81
2585,190142.1
2586,215334.81
2587,206518.14
2588,140166.6
2589,144083.44
2590,215198.94
2591,241578.53
2592,220676.8
2593,259462.92
2594,181310.34
2595,220437.72
2596,305226.62
2597,204244.62
2598,282793.44
2599,342755.3
2600,156528.34
2601,136843.44
2602,67600.59
2603,83939.875
2604,85019.69
2605,62697.496
2606,133215.0
2607,233371.05
2608,196883.36
2609,163393.28
2610,110824.305
2611,115492.62
2612,158446.55
2613,122159.15
2614,105877.4
2615,164583.66
2616,160528.36
2617,204925.3
2618,237828.78
2619,213583.25
2620,195129.22
2621,174864.5
2622,183630.48
2623,230935.31
2624,300661.7
2625,271658.25
2626,173704.89
2627,171858.89
2628,443536.44
2629,468440.03
2630,372591.7
2631,430693.6
2632,397246.66
2633,300304.25
2634,398592.6
2635,146710.61
2636,173355.39
2637,195027.25
2638,267602.4
2639,183340.16
2640,155032.38
2641,101145.234
2642,181311.9
2643,114866.36
2644,108929.25
2645,107616.36
2646,94456.66
2647,106714.35
2648,137268.95
2649,150014.81
2650,128672.08
2651,136417.42
2652,374619.66
2653,256143.38
2654,270937.3
2655,397274.75
2656,333389.7
2657,348379.03
2658,314262.12
2659,323006.84
2660,359413.84
2661,347513.78
2662,367250.97
2663,285021.28
2664,289285.12
2665,342089.7
2666,296083.78
2667,182589.2
2668,188232.28
2669,185836.5
2670,271026.34
2671,195785.27
2672,198235.9
2673,193404.28
2674,192917.69
2675,186039.55
2676,196683.66
2677,200766.6
2678,243901.36
2679,290723.97
2680,287670.4
2681,387895.62
2682,317511.56
2683,463255.22
2684,315037.3
2685,321590.47
2686,259055.56
2687,297543.34
2688,209147.02
2689,212722.48
2690,364245.62
2691,192177.98
2692,155437.86
2693,204379.02
2694,138963.64
2695,202652.98
2696,186983.95
2697,187404.36
2698,204709.03
2699,167889.98
2700,147435.1
2701,145787.92
2702,106076.09
2703,124155.91
2704,151302.17
2705,108356.52
2706,82341.02
2707,117025.65
2708,136555.0
2709,117290.11
2710,130158.58
2711,282510.62
2712,389342.22
2713,164737.06
2714,144162.23
2715,173944.0
2716,141463.38
2717,188925.23
2718,212708.88
2719,138123.42
2720,187140.3
2721,119493.055
2722,152624.48
2723,138845.47
2724,112592.28
2725,121566.87
2726,137318.92
2727,175914.72
2728,190415.81
2729,146819.3
2730,142632.05
2731,132555.06
2732,140669.94
2733,162760.92
2734,136711.25
2735,131771.19
2736,137588.72
2737,120710.63
2738,128367.8
2739,152443.81
2740,142000.78
2741,138812.81
2742,167890.1
2743,153255.62
2744,167126.33
2745,143976.81
2746,134171.1
2747,158016.5
2748,116875.77
2749,135628.64
2750,113977.2
2751,133858.52
2752,210787.12
2753,160612.5
2754,247120.19
2755,146295.84
2756,87739.28
2757,69734.72
2758,91187.1
2759,177116.97
2760,132006.75
2761,142081.38
2762,124434.53
2763,188871.33
2764,151649.1
2765,286575.25
2766,117107.586
2767,84259.57
2768,128947.52
2769,142599.45
2770,144961.08
2771,98135.625
2772,102553.68
2773,184363.23
2774,140814.05
2775,120223.65
2776,145585.25
2777,157702.44
2778,116826.46
2779,123776.516
2780,95182.06
2781,81004.445
2782,82396.66
2783,95530.62
2784,129343.734
2785,141275.5
2786,50683.918
2787,125137.91
2788,62351.6
2789,173905.47
2790,106889.9
2791,106276.48
2792,60530.22
2793,154136.72
2794,91581.305
2795,118915.57
2796,102078.14
2797,194931.62
2798,115730.57
2799,107727.15
2800,67886.53
2801,108211.26
2802,121049.1
2803,158279.55
2804,132582.17
2805,109937.734
2806,66976.87
2807,169543.08
2808,163529.8
2809,124230.79
2810,122884.12
2811,183667.19
2812,183910.53
2813,153200.88
2814,149449.75
2815,112684.46
2816,227366.33
2817,167198.88
2818,122466.63
2819,198343.2
2820,135594.89
2821,118936.22
2822,183931.02
2823,303951.38
2824,175303.67
2825,167474.48
2826,133006.8
2827,129116.06
2828,227206.53
2829,224254.47
2830,235099.36
2831,193334.58
2832,235322.72
2833,312097.34
2834,229955.48
2835,227690.5
2836,201632.08
2837,159560.2
2838,137357.52
2839,164209.3
2840,204541.23
2841,204246.89
2842,229530.34
2843,148432.56
2844,184887.58
2845,123897.52
2846,209929.58
2847,218974.88
2848,202022.89
2849,200621.45
2850,274482.53
2851,207652.92
2852,228554.19
2853,232046.22
2854,140105.33
2855,204602.55
2856,205223.14
2857,192116.55
2858,212059.25
2859,83637.77
2860,148292.16
2861,123140.35
2862,201553.47
2863,137423.7
2864,260149.42
2865,137005.95
2866,138623.88
2867,86857.36
2868,105301.87
2869,90759.73
2870,115462.66
2871,78097.61
2872,8633.148
2873,87301.734
2874,145377.05
2875,107038.23
2876,162786.23
2877,149012.39
2878,152348.4
2879,132642.9
2880,95637.79
2881,144331.05
2882,188331.55
2883,202374.27
2884,206488.53
2885,188739.47
2886,242773.25
2887,106807.38
2888,153849.02
2889,48530.17
2890,76251.06
2891,138938.55
2892,29024.79
2893,76672.21
2894,27822.998
2895,336721.25
2896,289647.25
2897,217719.73
2898,138757.72
2899,215893.92
2900,162628.97
2901,220424.58
2902,182475.22
2903,313727.72
2904,339645.38
2905,56762.496
2906,203926.42
2907,107704.97
2908,112327.97
2909,137019.84
2910,69623.59
2911,70744.64
2912,148376.92
2913,64651.668
2914,65413.1
2915,77580.47
2916,75152.21
2917,171485.67
2918,111647.266
2919,232630.31
